"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Nombre"
2019,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Habitatge nou protegit","N/A"
2019,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Habitatge nou protegit","N/A"
2019,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Habitatge nou protegit","N/A"
2019,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Habitatge nou protegit","N/A"
2019,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Habitatge nou protegit","N/A"
2019,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Habitatge nou protegit","N/A"
2019,1,6,"Gràcia",28,"Vallcarca i els Penitents","Habitatge nou protegit","N/A"
2019,1,6,"Gràcia",29,"el Coll","Habitatge nou protegit","44.0"
2019,1,6,"Gràcia",30,"la Salut","Habitatge nou protegit","N/A"
2019,1,6,"Gràcia",31,"la Vila de Gràcia","Habitatge nou protegit","N/A"
2019,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",34,"Can Baró","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",35,"el Guinardó","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",37,"el Carmel","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",38,"la Teixonera","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",40,"Montbau","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",42,"la Clota","Habitatge nou protegit","N/A"
2019,1,7,"Horta-Guinardó",43,"Horta","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",45,"Porta","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",46,"el Turó de la Peira","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",47,"Can Peguera","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",48,"la Guineueta","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",49,"Canyelles","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",50,"les Roquetes","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",51,"Verdun","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",52,"la Prosperitat","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",53,"la Trinitat Nova","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",54,"Torre Baró","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",55,"Ciutat Meridiana","Habitatge nou protegit","N/A"
2019,1,8,"Nou Barris",56,"Vallbona","Habitatge nou protegit","N/A"
2019,1,9,"Sant Andreu",57,"la Trinitat Vella","Habitatge nou protegit","N/A"
2019,1,9,"Sant Andreu",58,"Baró de Viver","Habitatge nou protegit","N/A"
2019,1,9,"Sant Andreu",59,"el Bon Pastor","Habitatge nou protegit","99.0"
2019,1,9,"Sant Andreu",60,"Sant Areu","Habitatge nou protegit","N/A"
2019,1,9,"Sant Andreu",61,"la Sagrera","Habitatge nou protegit","N/A"
2019,1,9,"Sant Andreu",62,"el Congrés i els Iians","Habitatge nou protegit","N/A"
2019,1,9,"Sant Andreu",63,"Navas","Habitatge nou protegit","N/A"
2019,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Habitatge nou protegit","N/A"
2019,1,10,"Sant Martí",65,"el Clot","Habitatge nou protegit","87.0"
2019,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Habitatge nou protegit","N/A"
2019,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Habitatge nou protegit","N/A"
2019,1,10,"Sant Martí",68,"el Poblenou","Habitatge nou protegit","N/A"
2019,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Habitatge nou protegit","N/A"
2019,1,10,"Sant Martí",70,"el Besòs i el Maresme","Habitatge nou protegit","61.0"
2019,1,10,"Sant Martí",71,"Provençals del Poblenou","Habitatge nou protegit","N/A"
2019,1,10,"Sant Martí",72,"Sant Martí de Provençals","Habitatge nou protegit","N/A"
2019,1,10,"Sant Martí",73,"la Verneda i la Pau","Habitatge nou protegit","N/A"
2019,1,1,"Ciutat Vella",1,"el Raval","Habitatge usat","58.9"
2019,1,1,"Ciutat Vella",2,"el Barri Gòtic","Habitatge usat","78.4"
2019,1,1,"Ciutat Vella",3,"la Barceloneta","Habitatge usat","46.7"
2019,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Habitatge usat","62.7"
2019,1,2,"Eixample",5,"el Fort Pienc","Habitatge usat","89.4"
2019,1,2,"Eixample",6,"la Sagrada Família","Habitatge usat","73.9"
2019,1,2,"Eixample",7,"la Dreta de l'Eixample","Habitatge usat","94.3"
2019,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Habitatge usat","94.3"
2019,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Habitatge usat","73.2"
2019,1,2,"Eixample",10,"Sant Antoni","Habitatge usat","77.6"
2019,1,3,"Sants-Montjuïc",11,"el Poble Sec","Habitatge usat","63.8"
2019,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Habitatge usat","63.0"
2019,1,3,"Sants-Montjuïc",13,"la Marina de Port","Habitatge usat","71.9"
2019,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Habitatge usat","66.7"
2019,1,3,"Sants-Montjuïc",15,"Hostafrancs","Habitatge usat","67.6"
2019,1,3,"Sants-Montjuïc",16,"la Bordeta","Habitatge usat","65.9"
2019,1,3,"Sants-Montjuïc",17,"Sants - Badal","Habitatge usat","69.6"
2019,1,3,"Sants-Montjuïc",18,"Sants","Habitatge usat","69.9"
2019,1,4,"Les Corts",19,"les Corts","Habitatge usat","82.8"
2019,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Habitatge usat","80.8"
2019,1,4,"Les Corts",21,"Pedralbes","Habitatge usat","158.6"
2019,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Habitatge usat","161.7"
2019,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Habitatge usat","110.9"
2019,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Habitatge usat","132.8"
2019,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Habitatge usat","138.6"
2019,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Habitatge usat","106.2"
2019,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Habitatge usat","102.9"
2019,1,6,"Gràcia",28,"Vallcarca i els Penitents","Habitatge usat","79.6"
2019,1,6,"Gràcia",29,"el Coll","Habitatge usat","75.6"
2019,1,6,"Gràcia",30,"la Salut","Habitatge usat","87.9"
2019,1,6,"Gràcia",31,"la Vila de Gràcia","Habitatge usat","81.6"
2019,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Habitatge usat","80.2"
2019,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Habitatge usat","71.3"
2019,1,7,"Horta-Guinardó",34,"Can Baró","Habitatge usat","73.5"
2019,1,7,"Horta-Guinardó",35,"el Guinardó","Habitatge usat","76.9"
2019,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Habitatge usat","98.1"
2019,1,7,"Horta-Guinardó",37,"el Carmel","Habitatge usat","64.7"
2019,1,7,"Horta-Guinardó",38,"la Teixonera","Habitatge usat","67.9"
2019,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Habitatge usat","70.4"
2019,1,7,"Horta-Guinardó",40,"Montbau","Habitatge usat","67.9"
2019,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Habitatge usat","52.0"
2019,1,7,"Horta-Guinardó",42,"la Clota","Habitatge usat","N/A"
2019,1,7,"Horta-Guinardó",43,"Horta","Habitatge usat","75.6"
2019,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Habitatge usat","66.3"
2019,1,8,"Nou Barris",45,"Porta","Habitatge usat","65.9"
2019,1,8,"Nou Barris",46,"el Turó de la Peira","Habitatge usat","63.0"
2019,1,8,"Nou Barris",47,"Can Peguera","Habitatge usat","57.0"
2019,1,8,"Nou Barris",48,"la Guineueta","Habitatge usat","70.9"
2019,1,8,"Nou Barris",49,"Canyelles","Habitatge usat","76.0"
2019,1,8,"Nou Barris",50,"les Roquetes","Habitatge usat","56.0"
2019,1,8,"Nou Barris",51,"Verdun","Habitatge usat","62.0"
2019,1,8,"Nou Barris",52,"la Prosperitat","Habitatge usat","65.1"
2019,1,8,"Nou Barris",53,"la Trinitat Nova","Habitatge usat","61.3"
2019,1,8,"Nou Barris",54,"Torre Baró","Habitatge usat","75.0"
2019,1,8,"Nou Barris",55,"Ciutat Meridiana","Habitatge usat","60.1"
2019,1,8,"Nou Barris",56,"Vallbona","Habitatge usat","90.0"
2019,1,9,"Sant Andreu",57,"la Trinitat Vella","Habitatge usat","64.6"
2019,1,9,"Sant Andreu",58,"Baró de Viver","Habitatge usat","N/A"
2019,1,9,"Sant Andreu",59,"el Bon Pastor","Habitatge usat","68.7"
2019,1,9,"Sant Andreu",60,"Sant Areu","Habitatge usat","72.8"
2019,1,9,"Sant Andreu",61,"la Sagrera","Habitatge usat","69.1"
2019,1,9,"Sant Andreu",62,"el Congrés i els Iians","Habitatge usat","74.5"
2019,1,9,"Sant Andreu",63,"Navas","Habitatge usat","81.2"
2019,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Habitatge usat","79.0"
2019,1,10,"Sant Martí",65,"el Clot","Habitatge usat","80.9"
2019,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Habitatge usat","64.9"
2019,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Habitatge usat","97.7"
2019,1,10,"Sant Martí",68,"el Poblenou","Habitatge usat","82.9"
2019,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Habitatge usat","94.0"
2019,1,10,"Sant Martí",70,"el Besòs i el Maresme","Habitatge usat","64.5"
2019,1,10,"Sant Martí",71,"Provençals del Poblenou","Habitatge usat","76.6"
2019,1,10,"Sant Martí",72,"Sant Martí de Provençals","Habitatge usat","78.0"
2019,1,10,"Sant Martí",73,"la Verneda i la Pau","Habitatge usat","70.7"
2019,2,1,"Ciutat Vella",1,"el Raval","Total","56.2"
2019,2,1,"Ciutat Vella",2,"el Barri Gòtic","Total","83.6"
2019,2,1,"Ciutat Vella",3,"la Barceloneta","Total","48.2"
2019,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total","67.7"
2019,2,2,"Eixample",5,"el Fort Pienc","Total","108.7"
2019,2,2,"Eixample",6,"la Sagrada Família","Total","56.5"
2019,2,2,"Eixample",7,"la Dreta de l'Eixample","Total","102.1"
2019,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total","93.3"
2019,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total","72.8"
2019,2,2,"Eixample",10,"Sant Antoni","Total","73.1"
2019,2,3,"Sants-Montjuïc",11,"el Poble Sec","Total","65.8"
2019,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total","71.7"
2019,2,3,"Sants-Montjuïc",13,"la Marina de Port","Total","67.1"
2019,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total","84.3"
2019,2,3,"Sants-Montjuïc",15,"Hostafrancs","Total","81.7"
2019,2,3,"Sants-Montjuïc",16,"la Bordeta","Total","67.4"
2019,2,3,"Sants-Montjuïc",17,"Sants - Badal","Total","66.1"
2019,2,3,"Sants-Montjuïc",18,"Sants","Total","69.0"
2019,2,4,"Les Corts",19,"les Corts","Total","83.4"
2019,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total","83.2"
2019,2,4,"Les Corts",21,"Pedralbes","Total","147.0"
2019,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total","135.9"
2019,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total","123.5"
2019,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total","148.0"
2019,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total","110.1"
2019,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total","135.8"
2019,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total","101.1"
2019,2,6,"Gràcia",28,"Vallcarca i els Penitents","Total","95.0"
2019,2,6,"Gràcia",29,"el Coll","Total","62.3"
2019,2,6,"Gràcia",30,"la Salut","Total","80.2"
2019,2,6,"Gràcia",31,"la Vila de Gràcia","Total","77.2"
2019,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total","84.7"
2019,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Total","71.9"
2019,2,7,"Horta-Guinardó",34,"Can Baró","Total","69.6"
2019,2,7,"Horta-Guinardó",35,"el Guinardó","Total","74.0"
2019,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total","86.0"
2019,2,7,"Horta-Guinardó",37,"el Carmel","Total","63.6"
2019,2,7,"Horta-Guinardó",38,"la Teixonera","Total","70.5"
2019,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total","78.3"
2019,2,7,"Horta-Guinardó",40,"Montbau","Total","66.1"
2019,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total","67.1"
2019,2,7,"Horta-Guinardó",42,"la Clota","Total","N/A"
2019,2,7,"Horta-Guinardó",43,"Horta","Total","69.1"
2019,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total","70.7"
2019,2,8,"Nou Barris",45,"Porta","Total","60.7"
2019,2,8,"Nou Barris",46,"el Turó de la Peira","Total","68.3"
2019,2,8,"Nou Barris",47,"Can Peguera","Total","50.0"
2019,2,8,"Nou Barris",48,"la Guineueta","Total","74.2"
2019,2,8,"Nou Barris",49,"Canyelles","Total","67.6"
2019,2,8,"Nou Barris",50,"les Roquetes","Total","56.3"
2019,2,8,"Nou Barris",51,"Verdun","Total","58.7"
2019,2,8,"Nou Barris",52,"la Prosperitat","Total","64.7"
2019,2,8,"Nou Barris",53,"la Trinitat Nova","Total","53.0"
2019,2,8,"Nou Barris",54,"Torre Baró","Total","52.0"
2019,2,8,"Nou Barris",55,"Ciutat Meridiana","Total","59.1"
2019,2,8,"Nou Barris",56,"Vallbona","Total","82.5"
2019,2,9,"Sant Andreu",57,"la Trinitat Vella","Total","68.0"
2019,2,9,"Sant Andreu",58,"Baró de Viver","Total","70.0"
2019,2,9,"Sant Andreu",59,"el Bon Pastor","Total","71.9"
2019,2,9,"Sant Andreu",60,"Sant Areu","Total","69.8"
2019,2,9,"Sant Andreu",61,"la Sagrera","Total","72.3"
2019,2,9,"Sant Andreu",62,"el Congrés i els Iians","Total","72.1"
2019,2,9,"Sant Andreu",63,"Navas","Total","80.7"
2019,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total","78.9"
2019,2,10,"Sant Martí",65,"el Clot","Total","83.3"
2019,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total","70.5"
2019,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total","104.5"
2019,2,10,"Sant Martí",68,"el Poblenou","Total","68.0"
2019,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total","108.1"
2019,2,10,"Sant Martí",70,"el Besòs i el Maresme","Total","88.7"
2019,2,10,"Sant Martí",71,"Provençals del Poblenou","Total","72.3"
2019,2,10,"Sant Martí",72,"Sant Martí de Provençals","Total","70.8"
2019,2,10,"Sant Martí",73,"la Verneda i la Pau","Total","71.5"
2019,2,1,"Ciutat Vella",1,"el Raval","Habitatge nou lliure","50.0"
2019,2,1,"Ciutat Vella",2,"el Barri Gòtic","Habitatge nou lliure","74.8"
2019,2,1,"Ciutat Vella",3,"la Barceloneta","Habitatge nou lliure","30.5"
2019,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Habitatge nou lliure","102.8"
2019,2,2,"Eixample",5,"el Fort Pienc","Habitatge nou lliure","195.1"
2019,2,2,"Eixample",6,"la Sagrada Família","Habitatge nou lliure","N/A"
2019,2,2,"Eixample",7,"la Dreta de l'Eixample","Habitatge nou lliure","107.7"
2019,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Habitatge nou lliure","116.0"
2019,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Habitatge nou lliure","63.5"
2019,2,2,"Eixample",10,"Sant Antoni","Habitatge nou lliure","N/A"
2019,2,3,"Sants-Montjuïc",11,"el Poble Sec","Habitatge nou lliure","80.0"
2019,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Habitatge nou lliure","N/A"
2019,2,3,"Sants-Montjuïc",13,"la Marina de Port","Habitatge nou lliure","N/A"
2019,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Habitatge nou lliure","N/A"
2019,2,3,"Sants-Montjuïc",15,"Hostafrancs","Habitatge nou lliure","117.0"
2019,2,3,"Sants-Montjuïc",16,"la Bordeta","Habitatge nou lliure","N/A"
2019,2,3,"Sants-Montjuïc",17,"Sants - Badal","Habitatge nou lliure","N/A"
2019,2,3,"Sants-Montjuïc",18,"Sants","Habitatge nou lliure","N/A"
2019,2,4,"Les Corts",19,"les Corts","Habitatge nou lliure","89.5"
2019,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Habitatge nou lliure","N/A"
2019,2,4,"Les Corts",21,"Pedralbes","Habitatge nou lliure","211.0"
2019,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Habitatge nou lliure","N/A"
2019,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Habitatge nou lliure","84.0"
2019,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Habitatge nou lliure","N/A"
2019,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Habitatge nou lliure","101.0"
2019,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Habitatge nou lliure","94.4"
2019,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Habitatge nou lliure","91.0"
2019,2,6,"Gràcia",28,"Vallcarca i els Penitents","Habitatge nou lliure","53.5"
2019,2,6,"Gràcia",29,"el Coll","Habitatge nou lliure","91.0"
2019,2,6,"Gràcia",30,"la Salut","Habitatge nou lliure","67.0"
2019,2,6,"Gràcia",31,"la Vila de Gràcia","Habitatge nou lliure","84.0"
2019,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Habitatge nou lliure","N/A"
2019,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Habitatge nou lliure","N/A"
2019,2,7,"Horta-Guinardó",34,"Can Baró","Habitatge nou lliure","N/A"
2019,2,7,"Horta-Guinardó",35,"el Guinardó","Habitatge nou lliure","81.3"
2019,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Habitatge nou lliure","75.0"
2019,2,7,"Horta-Guinardó",37,"el Carmel","Habitatge nou lliure","68.5"
2019,2,7,"Horta-Guinardó",38,"la Teixonera","Habitatge nou lliure","64.8"
2019,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Habitatge nou lliure","93.6"
2019,2,7,"Horta-Guinardó",40,"Montbau","Habitatge nou lliure","61.0"
2019,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Habitatge nou lliure","55.0"
2019,2,7,"Horta-Guinardó",42,"la Clota","Habitatge nou lliure","N/A"
2019,2,7,"Horta-Guinardó",43,"Horta","Habitatge nou lliure","70.1"
2019,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",45,"Porta","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",46,"el Turó de la Peira","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",47,"Can Peguera","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",48,"la Guineueta","Habitatge nou lliure","57.0"
2019,2,8,"Nou Barris",49,"Canyelles","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",50,"les Roquetes","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",51,"Verdun","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",52,"la Prosperitat","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",53,"la Trinitat Nova","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",54,"Torre Baró","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",55,"Ciutat Meridiana","Habitatge nou lliure","N/A"
2019,2,8,"Nou Barris",56,"Vallbona","Habitatge nou lliure","N/A"
2019,2,9,"Sant Andreu",57,"la Trinitat Vella","Habitatge nou lliure","N/A"
2019,2,9,"Sant Andreu",58,"Baró de Viver","Habitatge nou lliure","N/A"
2019,2,9,"Sant Andreu",59,"el Bon Pastor","Habitatge nou lliure","80.5"
2019,2,9,"Sant Andreu",60,"Sant Areu","Habitatge nou lliure","79.2"
2019,2,9,"Sant Andreu",61,"la Sagrera","Habitatge nou lliure","N/A"
2019,2,9,"Sant Andreu",62,"el Congrés i els Iians","Habitatge nou lliure","N/A"
2019,2,9,"Sant Andreu",63,"Navas","Habitatge nou lliure","N/A"
2019,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Habitatge nou lliure","95.5"
2019,2,10,"Sant Martí",65,"el Clot","Habitatge nou lliure","66.0"
2019,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Habitatge nou lliure","N/A"
2019,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Habitatge nou lliure","N/A"
2019,2,10,"Sant Martí",68,"el Poblenou","Habitatge nou lliure","106.0"
2019,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Habitatge nou lliure","N/A"
2019,2,10,"Sant Martí",70,"el Besòs i el Maresme","Habitatge nou lliure","110.6"
2019,2,10,"Sant Martí",71,"Provençals del Poblenou","Habitatge nou lliure","61.0"
2019,2,10,"Sant Martí",72,"Sant Martí de Provençals","Habitatge nou lliure","80.0"
2019,2,10,"Sant Martí",73,"la Verneda i la Pau","Habitatge nou lliure","68.0"
2019,2,1,"Ciutat Vella",1,"el Raval","Habitatge nou protegit","N/A"
2019,2,1,"Ciutat Vella",2,"el Barri Gòtic","Habitatge nou protegit","N/A"
2019,2,1,"Ciutat Vella",3,"la Barceloneta","Habitatge nou protegit","N/A"
2019,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Habitatge nou protegit","80.0"
2019,2,2,"Eixample",5,"el Fort Pienc","Habitatge nou protegit","N/A"
2019,2,2,"Eixample",6,"la Sagrada Família","Habitatge nou protegit","N/A"
2019,2,2,"Eixample",7,"la Dreta de l'Eixample","Habitatge nou protegit","67.4"
2019,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Habitatge nou protegit","N/A"
2019,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Habitatge nou protegit","N/A"
2019,2,2,"Eixample",10,"Sant Antoni","Habitatge nou protegit","N/A"
2019,2,3,"Sants-Montjuïc",11,"el Poble Sec","Habitatge nou protegit","N/A"
2019,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Habitatge nou protegit","70.0"
2019,2,3,"Sants-Montjuïc",13,"la Marina de Port","Habitatge nou protegit","N/A"
2019,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Habitatge nou protegit","N/A"
2019,2,3,"Sants-Montjuïc",15,"Hostafrancs","Habitatge nou protegit","N/A"
2019,2,3,"Sants-Montjuïc",16,"la Bordeta","Habitatge nou protegit","N/A"
2019,2,3,"Sants-Montjuïc",17,"Sants - Badal","Habitatge nou protegit","N/A"
2019,2,3,"Sants-Montjuïc",18,"Sants","Habitatge nou protegit","N/A"
2019,2,4,"Les Corts",19,"les Corts","Habitatge nou protegit","93.0"
2019,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Habitatge nou protegit","N/A"
2019,2,4,"Les Corts",21,"Pedralbes","Habitatge nou protegit","N/A"
2019,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Habitatge nou protegit","N/A"
2019,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Habitatge nou protegit","N/A"
2019,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Habitatge nou protegit","N/A"
2019,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Habitatge nou protegit","N/A"
2019,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Habitatge nou protegit","N/A"
2019,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Habitatge nou protegit","N/A"
2019,2,6,"Gràcia",28,"Vallcarca i els Penitents","Habitatge nou protegit","N/A"
2019,2,6,"Gràcia",29,"el Coll","Habitatge nou protegit","N/A"
2019,2,6,"Gràcia",30,"la Salut","Habitatge nou protegit","N/A"
2019,2,6,"Gràcia",31,"la Vila de Gràcia","Habitatge nou protegit","N/A"
2019,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",34,"Can Baró","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",35,"el Guinardó","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",37,"el Carmel","Habitatge nou protegit","67.0"
2019,2,7,"Horta-Guinardó",38,"la Teixonera","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",40,"Montbau","Habitatge nou protegit","95.0"
2019,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",42,"la Clota","Habitatge nou protegit","N/A"
2019,2,7,"Horta-Guinardó",43,"Horta","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",45,"Porta","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",46,"el Turó de la Peira","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",47,"Can Peguera","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",48,"la Guineueta","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",49,"Canyelles","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",50,"les Roquetes","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",51,"Verdun","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",52,"la Prosperitat","Habitatge nou protegit","N/A"
2019,2,8,"Nou Barris",53,"la Trinitat Nova","Habitatge nou protegit","N/A"
