Distrito,Parque,Superficie parque (mq),Barrio,Superficie media casa (mq)
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vallbona,90.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vilapicina y la Torre Llobeta,70.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,puerta,60.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,el Turó de la Peira,68.3
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Can Peguera,50.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Guineueta,74.2
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Canyelles,67.6
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Roquetes,56.3
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Verdun,58.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Prosperidad,64.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Trinitat Nova,53.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,torre Baró,52.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Ciutat Meridiana,59.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vallbona,82.5
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Guineueta,57.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vilapicina y la Torre Llobeta,70.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,puerta,60.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,el Turó de la Peira,68.3
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Can Peguera,50.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Guineueta,74.9
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Canyelles,67.6
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Roquetes,56.3
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Verdun,58.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Prosperidad,64.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Trinitat Nova,53.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,torre Baró,52.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Ciutat Meridiana,59.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vallbona,82.5
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vilapicina y la Torre Llobeta,72.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,puerta,65.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,el Turó de la Peira,59.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Can Peguera,61.5
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Guineueta,75.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Canyelles,68.2
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Roquetes,65.4
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Verdun,59.6
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Prosperidad,56.6
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Trinitat Nova,53.8
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,torre Baró,103.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Ciutat Meridiana,56.5
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vallbona,92.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,puerta,83.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Guineueta,67.7
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vilapicina y la Torre Llobeta,72.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,puerta,64.6
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,el Turó de la Peira,59.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Can Peguera,61.5
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Guineueta,77.3
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Canyelles,68.2
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Roquetes,65.4
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Verdun,59.6
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Prosperidad,56.6
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Trinitat Nova,53.8
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,torre Baró,103.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Ciutat Meridiana,56.5
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vallbona,92.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vilapicina y la Torre Llobeta,65.3
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,puerta,65.8
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,el Turó de la Peira,65.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Guineueta,69.9
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Canyelles,65.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Roquetes,58.9
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Verdun,59.5
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Prosperidad,59.4
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Trinitat Nova,56.4
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,torre Baró,63.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Ciutat Meridiana,58.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vallbona,77.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,puerta,65.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Verdun,85.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vilapicina y la Torre Llobeta,65.3
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,puerta,65.8
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,el Turó de la Peira,65.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Guineueta,69.9
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Canyelles,65.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Roquetes,58.9
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Verdun,55.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,la Prosperidad,59.4
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Trinitat Nova,56.4
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,torre Baró,63.0
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Ciutat Meridiana,58.1
Nou Barris,"Av Meridiana, 575 (Meridiana – Via Favència – Cooperació)",1,Vallbona,77.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Trinitat Vella,64.6
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,69.9
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,74.3
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,la Sagrera,69.1
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,74.1
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,81.3
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,90.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,84.4
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,62.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,91.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,99.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Trinitat Vella,64.6
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,68.7
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,72.8
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,la Sagrera,69.1
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,74.5
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,81.2
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Trinitat Vella,68.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Baró de Viver,70.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,71.9
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,69.8
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,la Sagrera,72.3
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,72.1
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,80.7
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,80.5
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,79.2
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Trinitat Vella,68.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Baró de Viver,70.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,71.4
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,68.6
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,la Sagrera,72.3
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,72.1
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,80.7
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Trinitat Vella,68.8
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,74.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,76.8
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,la Sagrera,73.4
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,68.8
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,90.2
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,91.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,100.5
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Trinitat Vella,68.8
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,74.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,76.5
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,la Sagrera,73.4
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,68.8
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,89.5
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Trinitat Vella,65.6
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Baró de Viver,90.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,65.1
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,71.8
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,la Sagrera,71.3
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,72.7
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,81.4
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,81.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,82.2
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,74.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Trinitat Vella,65.6
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Baró de Viver,90.0
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Buen Pastor,64.4
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,San Areu,71.1
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,la Sagrera,71.3
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,el Congreso y los Iians,72.7
Sant Andreu,Tram 10 (Nús de la Trinitat – Autopistes),1,Navas,81.6
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Trinitat Vella,64.6
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,69.9
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,74.3
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,la Sagrera,69.1
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,74.1
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,81.3
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,90.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,84.4
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,62.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,91.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,99.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Trinitat Vella,64.6
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,68.7
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,72.8
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,la Sagrera,69.1
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,74.5
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,81.2
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Trinitat Vella,68.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Baró de Viver,70.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,71.9
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,69.8
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,la Sagrera,72.3
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,72.1
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,80.7
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,80.5
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,79.2
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Trinitat Vella,68.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Baró de Viver,70.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,71.4
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,68.6
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,la Sagrera,72.3
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,72.1
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,80.7
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Trinitat Vella,68.8
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,74.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,76.8
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,la Sagrera,73.4
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,68.8
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,90.2
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,91.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,100.5
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Trinitat Vella,68.8
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,74.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,76.5
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,la Sagrera,73.4
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,68.8
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,89.5
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Trinitat Vella,65.6
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Baró de Viver,90.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,65.1
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,71.8
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,la Sagrera,71.3
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,72.7
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,81.4
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,81.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,82.2
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,74.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Trinitat Vella,65.6
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Baró de Viver,90.0
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Buen Pastor,64.4
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,San Areu,71.1
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,la Sagrera,71.3
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,el Congreso y los Iians,72.7
Sant Andreu,Parc de la Maquinista de Sant Andreu,1,Navas,81.6
Sant Andreu,Parc de la Pegaso,1,Trinitat Vella,64.6
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,69.9
Sant Andreu,Parc de la Pegaso,1,San Areu,74.3
Sant Andreu,Parc de la Pegaso,1,la Sagrera,69.1
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,74.1
Sant Andreu,Parc de la Pegaso,1,Navas,81.3
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,90.0
Sant Andreu,Parc de la Pegaso,1,San Areu,84.4
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,62.0
Sant Andreu,Parc de la Pegaso,1,Navas,91.0
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,99.0
Sant Andreu,Parc de la Pegaso,1,Trinitat Vella,64.6
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,68.7
Sant Andreu,Parc de la Pegaso,1,San Areu,72.8
Sant Andreu,Parc de la Pegaso,1,la Sagrera,69.1
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,74.5
Sant Andreu,Parc de la Pegaso,1,Navas,81.2
Sant Andreu,Parc de la Pegaso,1,Trinitat Vella,68.0
Sant Andreu,Parc de la Pegaso,1,Baró de Viver,70.0
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,71.9
Sant Andreu,Parc de la Pegaso,1,San Areu,69.8
Sant Andreu,Parc de la Pegaso,1,la Sagrera,72.3
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,72.1
Sant Andreu,Parc de la Pegaso,1,Navas,80.7
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,80.5
Sant Andreu,Parc de la Pegaso,1,San Areu,79.2
Sant Andreu,Parc de la Pegaso,1,Trinitat Vella,68.0
Sant Andreu,Parc de la Pegaso,1,Baró de Viver,70.0
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,71.4
Sant Andreu,Parc de la Pegaso,1,San Areu,68.6
Sant Andreu,Parc de la Pegaso,1,la Sagrera,72.3
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,72.1
Sant Andreu,Parc de la Pegaso,1,Navas,80.7
Sant Andreu,Parc de la Pegaso,1,Trinitat Vella,68.8
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,74.0
Sant Andreu,Parc de la Pegaso,1,San Areu,76.8
Sant Andreu,Parc de la Pegaso,1,la Sagrera,73.4
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,68.8
Sant Andreu,Parc de la Pegaso,1,Navas,90.2
Sant Andreu,Parc de la Pegaso,1,San Areu,91.0
Sant Andreu,Parc de la Pegaso,1,Navas,100.5
Sant Andreu,Parc de la Pegaso,1,Trinitat Vella,68.8
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,74.0
Sant Andreu,Parc de la Pegaso,1,San Areu,76.5
Sant Andreu,Parc de la Pegaso,1,la Sagrera,73.4
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,68.8
Sant Andreu,Parc de la Pegaso,1,Navas,89.5
Sant Andreu,Parc de la Pegaso,1,Trinitat Vella,65.6
Sant Andreu,Parc de la Pegaso,1,Baró de Viver,90.0
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,65.1
Sant Andreu,Parc de la Pegaso,1,San Areu,71.8
Sant Andreu,Parc de la Pegaso,1,la Sagrera,71.3
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,72.7
Sant Andreu,Parc de la Pegaso,1,Navas,81.4
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,81.0
Sant Andreu,Parc de la Pegaso,1,San Areu,82.2
Sant Andreu,Parc de la Pegaso,1,Navas,74.0
Sant Andreu,Parc de la Pegaso,1,Trinitat Vella,65.6
Sant Andreu,Parc de la Pegaso,1,Baró de Viver,90.0
Sant Andreu,Parc de la Pegaso,1,el Buen Pastor,64.4
Sant Andreu,Parc de la Pegaso,1,San Areu,71.1
Sant Andreu,Parc de la Pegaso,1,la Sagrera,71.3
Sant Andreu,Parc de la Pegaso,1,el Congreso y los Iians,72.7
Sant Andreu,Parc de la Pegaso,1,Navas,81.6
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Trinitat Vella,64.6
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,69.9
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,74.3
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,la Sagrera,69.1
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Congreso y los Iians,74.1
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Navas,81.3
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,90.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,84.4
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Congreso y los Iians,62.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Navas,91.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,99.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Trinitat Vella,64.6
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,68.7
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,72.8
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,la Sagrera,69.1
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Congreso y los Iians,74.5
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Navas,81.2
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Trinitat Vella,68.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Baró de Viver,70.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,71.9
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,69.8
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,la Sagrera,72.3
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Congreso y los Iians,72.1
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Navas,80.7
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,80.5
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,79.2
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Trinitat Vella,68.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Baró de Viver,70.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,71.4
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,68.6
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,la Sagrera,72.3
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Congreso y los Iians,72.1
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Navas,80.7
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Trinitat Vella,68.8
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,74.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,76.8
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,la Sagrera,73.4
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Congreso y los Iians,68.8
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Navas,90.2
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,91.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Navas,100.5
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Trinitat Vella,68.8
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,74.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,76.5
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,la Sagrera,73.4
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Congreso y los Iians,68.8
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Navas,89.5
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Trinitat Vella,65.6
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,Baró de Viver,90.0
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,el Buen Pastor,65.1
Sant Andreu,Hondures – Sagrera – Josep Estivill,1,San Areu,71.8
