Distrito,Parque,Superficie parque (mq),Barrio,Superficie media casa (mq)
Ciutat Vella,Parc de la Ciutadella,1,el Raval,58.9
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,84.9
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,45.7
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",65.3
Ciutat Vella,Parc de la Ciutadella,1,el Raval,59.6
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,98.2
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,33.0
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",111.0
Ciutat Vella,Parc de la Ciutadella,1,el Raval,58.9
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,78.4
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,46.7
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",62.7
Ciutat Vella,Parc de la Ciutadella,1,el Raval,56.2
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,83.6
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,48.2
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",67.7
Ciutat Vella,Parc de la Ciutadella,1,el Raval,50.0
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,74.8
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,30.5
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",102.8
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",80.0
Ciutat Vella,Parc de la Ciutadella,1,el Raval,56.4
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,85.5
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,48.9
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",62.9
Ciutat Vella,Parc de la Ciutadella,1,el Raval,60.5
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,87.3
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,42.6
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",73.2
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,70.1
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,28.0
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",97.3
Ciutat Vella,Parc de la Ciutadella,1,el Raval,60.5
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,93.7
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,43.0
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",72.4
Ciutat Vella,Parc de la Ciutadella,1,el Raval,59.2
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,89.5
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,46.1
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",78.0
Ciutat Vella,Parc de la Ciutadella,1,el Raval,56.5
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,139.5
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,44.8
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",112.7
Ciutat Vella,Parc de la Ciutadella,1,el Raval,59.2
Ciutat Vella,Parc de la Ciutadella,1,el Barrio Gótico,83.0
Ciutat Vella,Parc de la Ciutadella,1,la Barceloneta,46.3
Ciutat Vella,Parc de la Ciutadella,1,"San Pedro, Santa Caterina y la Ribera",76.0
Ciutat Vella,Parc de la Barceloneta,1,el Raval,58.9
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,84.9
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,45.7
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",65.3
Ciutat Vella,Parc de la Barceloneta,1,el Raval,59.6
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,98.2
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,33.0
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",111.0
Ciutat Vella,Parc de la Barceloneta,1,el Raval,58.9
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,78.4
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,46.7
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",62.7
Ciutat Vella,Parc de la Barceloneta,1,el Raval,56.2
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,83.6
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,48.2
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",67.7
Ciutat Vella,Parc de la Barceloneta,1,el Raval,50.0
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,74.8
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,30.5
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",102.8
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",80.0
Ciutat Vella,Parc de la Barceloneta,1,el Raval,56.4
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,85.5
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,48.9
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",62.9
Ciutat Vella,Parc de la Barceloneta,1,el Raval,60.5
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,87.3
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,42.6
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",73.2
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,70.1
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,28.0
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",97.3
Ciutat Vella,Parc de la Barceloneta,1,el Raval,60.5
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,93.7
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,43.0
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",72.4
Ciutat Vella,Parc de la Barceloneta,1,el Raval,59.2
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,89.5
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,46.1
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",78.0
Ciutat Vella,Parc de la Barceloneta,1,el Raval,56.5
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,139.5
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,44.8
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",112.7
Ciutat Vella,Parc de la Barceloneta,1,el Raval,59.2
Ciutat Vella,Parc de la Barceloneta,1,el Barrio Gótico,83.0
Ciutat Vella,Parc de la Barceloneta,1,la Barceloneta,46.3
Ciutat Vella,Parc de la Barceloneta,1,"San Pedro, Santa Caterina y la Ribera",76.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,58.9
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,84.9
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,45.7
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",65.3
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,59.6
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,98.2
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,33.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",111.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,58.9
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,78.4
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,46.7
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",62.7
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,56.2
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,83.6
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,48.2
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",67.7
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,50.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,74.8
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,30.5
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",102.8
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",80.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,56.4
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,85.5
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,48.9
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",62.9
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,60.5
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,87.3
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,42.6
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",73.2
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,70.1
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,28.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",97.3
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,60.5
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,93.7
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,43.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",72.4
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,59.2
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,89.5
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,46.1
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",78.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,56.5
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,139.5
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,44.8
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",112.7
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Raval,59.2
Ciutat Vella,Jardins de Sant Pau del Camp,1,el Barrio Gótico,83.0
Ciutat Vella,Jardins de Sant Pau del Camp,1,la Barceloneta,46.3
Ciutat Vella,Jardins de Sant Pau del Camp,1,"San Pedro, Santa Caterina y la Ribera",76.0
l’Eixample,Jardins Montserrat,1,el Fort Pienc,97.4
l’Eixample,Jardins Montserrat,1,la Sagrada Familia,73.9
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,91.5
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,92.5
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,73.0
l’Eixample,Jardins Montserrat,1,San Antonio,77.6
l’Eixample,Jardins Montserrat,1,el Fort Pienc,306.0
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,83.1
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,71.8
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,66.0
l’Eixample,Jardins Montserrat,1,el Fort Pienc,90.0
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,76.3
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,78.0
l’Eixample,Jardins Montserrat,1,el Fort Pienc,89.4
l’Eixample,Jardins Montserrat,1,la Sagrada Familia,73.9
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,94.3
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,94.3
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,73.2
l’Eixample,Jardins Montserrat,1,San Antonio,77.6
l’Eixample,Jardins Montserrat,1,el Fort Pienc,108.7
l’Eixample,Jardins Montserrat,1,la Sagrada Familia,56.5
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,102.1
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,93.3
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,72.8
l’Eixample,Jardins Montserrat,1,San Antonio,73.1
l’Eixample,Jardins Montserrat,1,el Fort Pienc,195.1
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,107.7
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,116.0
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,63.5
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,67.4
l’Eixample,Jardins Montserrat,1,el Fort Pienc,87.1
l’Eixample,Jardins Montserrat,1,la Sagrada Familia,56.5
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,103.5
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,92.9
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,73.6
l’Eixample,Jardins Montserrat,1,San Antonio,73.1
l’Eixample,Jardins Montserrat,1,el Fort Pienc,77.8
l’Eixample,Jardins Montserrat,1,la Sagrada Familia,67.2
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,104.7
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,89.4
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,79.1
l’Eixample,Jardins Montserrat,1,San Antonio,83.9
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,139.4
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,104.3
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,67.0
l’Eixample,Jardins Montserrat,1,San Antonio,58.5
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,78.3
l’Eixample,Jardins Montserrat,1,San Antonio,101.0
l’Eixample,Jardins Montserrat,1,el Fort Pienc,77.8
l’Eixample,Jardins Montserrat,1,la Sagrada Familia,67.2
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,103.8
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,87.7
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,79.7
l’Eixample,Jardins Montserrat,1,San Antonio,84.6
l’Eixample,Jardins Montserrat,1,el Fort Pienc,89.1
l’Eixample,Jardins Montserrat,1,la Sagrada Familia,66.1
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,103.3
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,86.7
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,73.9
l’Eixample,Jardins Montserrat,1,San Antonio,77.0
l’Eixample,Jardins Montserrat,1,el Fort Pienc,166.0
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,80.9
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,110.3
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,54.0
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,97.0
l’Eixample,Jardins Montserrat,1,el Fort Pienc,87.2
l’Eixample,Jardins Montserrat,1,la Sagrada Familia,66.1
l’Eixample,Jardins Montserrat,1,la Derecha del Eixample,105.0
l’Eixample,Jardins Montserrat,1,la Antigua Izquierda del Ensanche,81.7
l’Eixample,Jardins Montserrat,1,la Nueva Izquierda del Ensanche,75.1
l’Eixample,Jardins Montserrat,1,San Antonio,77.0
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,97.4
l’Eixample,Pl. Doctor Letamendi,1,la Sagrada Familia,73.9
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,91.5
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,92.5
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,73.0
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,77.6
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,306.0
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,83.1
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,71.8
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,66.0
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,90.0
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,76.3
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,78.0
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,89.4
l’Eixample,Pl. Doctor Letamendi,1,la Sagrada Familia,73.9
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,94.3
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,94.3
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,73.2
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,77.6
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,108.7
l’Eixample,Pl. Doctor Letamendi,1,la Sagrada Familia,56.5
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,102.1
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,93.3
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,72.8
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,73.1
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,195.1
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,107.7
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,116.0
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,63.5
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,67.4
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,87.1
l’Eixample,Pl. Doctor Letamendi,1,la Sagrada Familia,56.5
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,103.5
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,92.9
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,73.6
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,73.1
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,77.8
l’Eixample,Pl. Doctor Letamendi,1,la Sagrada Familia,67.2
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,104.7
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,89.4
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,79.1
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,83.9
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,139.4
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,104.3
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,67.0
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,58.5
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,78.3
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,101.0
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,77.8
l’Eixample,Pl. Doctor Letamendi,1,la Sagrada Familia,67.2
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,103.8
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,87.7
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,79.7
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,84.6
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,89.1
l’Eixample,Pl. Doctor Letamendi,1,la Sagrada Familia,66.1
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,103.3
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,86.7
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,73.9
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,77.0
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,166.0
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,80.9
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,110.3
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,54.0
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,97.0
l’Eixample,Pl. Doctor Letamendi,1,el Fort Pienc,87.2
l’Eixample,Pl. Doctor Letamendi,1,la Sagrada Familia,66.1
l’Eixample,Pl. Doctor Letamendi,1,la Derecha del Eixample,105.0
l’Eixample,Pl. Doctor Letamendi,1,la Antigua Izquierda del Ensanche,81.7
l’Eixample,Pl. Doctor Letamendi,1,la Nueva Izquierda del Ensanche,75.1
l’Eixample,Pl. Doctor Letamendi,1,San Antonio,77.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,97.4
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Sagrada Familia,73.9
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,91.5
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,92.5
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,73.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,77.6
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,306.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,83.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,71.8
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,66.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,90.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,76.3
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,78.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,89.4
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Sagrada Familia,73.9
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,94.3
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,94.3
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,73.2
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,77.6
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,108.7
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Sagrada Familia,56.5
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,102.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,93.3
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,72.8
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,73.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,195.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,107.7
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,116.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,63.5
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,67.4
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,87.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Sagrada Familia,56.5
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,103.5
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,92.9
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,73.6
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,73.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,77.8
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Sagrada Familia,67.2
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,104.7
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,89.4
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,79.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,83.9
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,139.4
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,104.3
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,67.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,58.5
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,78.3
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,101.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,77.8
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Sagrada Familia,67.2
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,103.8
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,87.7
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,79.7
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,84.6
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,89.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Sagrada Familia,66.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,103.3
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,86.7
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,73.9
l’Eixample,Jardins de Doctor Duran i Reynals,1,San Antonio,77.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,166.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,80.9
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,110.3
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Nueva Izquierda del Ensanche,54.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,97.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,el Fort Pienc,87.2
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Sagrada Familia,66.1
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Derecha del Eixample,105.0
l’Eixample,Jardins de Doctor Duran i Reynals,1,la Antigua Izquierda del Ensanche,81.7
